case_id,difficulty,split,n_windows,null_score
4417,medium,train,57,0.0643
4418,easy,train,11,0.2746
4419,easy,train,22,0.273
442,medium,train,26,0.0446
4422,easy,train,14,0.2719
4426,hard,train,22,0.072
4427,easy,train,49,0.0809
4428,easy,train,45,0.043
4431,hard,train,29,0.2323
4432,medium,train,49,0.0576
4433,medium,train,22,0.0818
4435,easy,train,14,0.1007
4436,hard,train,7,0.1966
444,medium,train,16,0.2746
4446,hard,train,10,0.2375
4447,medium,train,23,0.2108
4449,hard,train,16,0.0399
4452,easy,train,18,0.2704
4453,medium,train,28,0.0669
4454,medium,train,15,0.1932
4455,easy,train,13,0.2582
4457,medium,train,26,0.0605
4459,medium,train,11,0.0804
446,hard,train,14,0.195
4460,medium,train,31,0.2687
4462,medium,train,23,0.1457
4464,easy,train,31,0.0592
4467,hard,train,16,0.1853
4469,medium,train,20,0.2642
447,medium,train,33,0.0517
4472,easy,train,17,0.0662
4475,medium,train,34,0.0692
4476,hard,train,43,0.0559
4477,easy,train,9,0.1058
4478,hard,test,39,0.0603
4479,easy,dev,19,0.3042
448,hard,train,29,0.057
4480,easy,train,43,0.0606
4481,medium,train,66,0.0259
4482,medium,train,19,0.2616
4485,easy,train,14,0.1018
4486,easy,train,25,0.1778
4487,hard,train,17,0.2652
449,hard,train,28,0.0581
4490,medium,train,17,0.0656
4492,hard,dev,9,0.3169
4496,medium,train,67,0.0752
4497,easy,train,38,0.0609
4498,medium,train,45,0.0864
450,medium,train,11,0.2865
4501,easy,train,17,0.1009
4502,medium,train,26,0.0395
4503,medium,train,19,0.0741
4504,easy,train,52,0.1372
4506,easy,train,9,0.187
4507,easy,train,16,0.2661
4510,easy,train,57,0.0603
4511,easy,train,14,0.1998
4515,easy,train,26,0.0786
4516,medium,train,11,0.1902
4519,easy,train,26,0.0555
452,medium,train,40,0.0869
4521,easy,train,15,0.1882
4522,medium,train,26,0.0604
4526,hard,train,33,0.2572
4529,medium,train,12,0.2756
4530,medium,train,22,0.0835
454,easy,train,19,0.2658
4540,hard,train,71,0.0576
4541,medium,train,23,0.0548
4546,medium,train,18,0.0625
4547,medium,train,39,0.1301
4549,medium,train,62,0.0614
455,easy,train,12,0.1191
4550,medium,train,29,0.0593
4551,easy,train,10,0.2916
4554,medium,dev,13,0.3285
4558,medium,train,62,0.0957
4559,hard,train,13,0.0626
4560,hard,train,6,0.2287
4561,medium,train,20,0.0712
4567,hard,train,21,0.189
4575,hard,train,10,0.1985
4576,hard,train,67,0.0593
4577,easy,train,40,0.0601
4579,easy,train,22,0.0772
4581,medium,train,16,0.0718
4585,easy,train,13,0.1856
4588,medium,train,21,0.1853
4589,medium,train,39,0.06
459,medium,train,25,0.2766
4593,medium,train,18,0.1897
4595,medium,train,14,0.2789
4598,medium,train,10,0.2853
4599,hard,train,28,0.0595
46,medium,train,22,0.0694
460,medium,train,27,0.1038
4604,hard,train,65,0.0631
4605,medium,train,20,0.1324
4606,medium,train,9,0.2767
4609,medium,train,47,0.0987
4612,hard,train,51,0.0634
4614,hard,train,9,0.1869
4615,medium,train,14,0.2715
4616,medium,train,18,0.1528
4617,easy,train,55,0.0628
4618,medium,train,35,0.0567
4620,easy,train,20,0.0703
4621,hard,test,52,0.0504
4622,easy,train,23,0.0514
4624,easy,train,26,0.0933
4625,hard,train,8,0.1836
4629,medium,train,12,0.2238
463,medium,train,34,0.0891
4630,medium,train,15,0.2556
4631,medium,train,22,0.0657
4633,medium,train,12,0.1898
4634,medium,train,14,0.2034
4639,medium,train,40,0.0647
4640,easy,train,17,0.0692
4642,easy,train,39,0.2554
4643,hard,train,11,0.2413
4644,hard,train,60,0.1246
4646,easy,train,15,0.0739
465,medium,train,22,0.1902
4650,medium,train,25,0.072
4652,hard,train,44,0.0532
4654,medium,train,35,0.0575
4657,medium,train,24,0.0789
4658,hard,train,39,0.0781
466,medium,train,36,0.1389
4660,easy,train,35,0.0765
4662,hard,train,19,0.0747
4666,hard,train,61,0.0895
4667,easy,train,13,0.2897
467,medium,train,15,0.2233
4673,medium,train,12,0.0593
4677,hard,train,46,0.1922
4678,easy,train,20,0.0938
468,hard,train,46,0.0984
4680,hard,train,14,0.1883
4681,hard,train,37,0.2908
4682,hard,train,11,0.1942
4684,hard,train,54,0.0483
4685,easy,train,14,0.287
4686,easy,train,33,0.0858
4694,medium,train,48,0.1696
4695,easy,train,18,0.0645
4698,medium,train,20,0.1899
4699,easy,train,33,0.2788
47,medium,train,15,0.1956
4701,medium,train,24,0.1802
4702,medium,train,20,0.0584
4705,easy,train,19,0.0802
4709,medium,train,20,0.1888
471,easy,train,8,0.1902
4712,hard,dev,24,0.3139
4713,medium,train,32,0.0675
4714,medium,train,22,0.0779
4716,medium,train,19,0.0775
4717,easy,train,21,0.1006
4718,hard,train,20,0.0716
4719,hard,train,19,0.2075
4720,easy,test,10,0.1834
4721,medium,train,60,0.0518
4722,medium,train,37,0.2757
4726,medium,train,22,0.0462
4727,easy,train,13,0.0907
4729,easy,train,46,0.0599
4730,hard,train,17,0.1107
4735,medium,test,18,0.1857
4737,easy,train,11,0.2712
4738,medium,train,14,0.1846
474,medium,train,65,0.0668
4741,easy,train,27,0.0792
4744,medium,train,32,0.0774
4745,medium,train,35,0.1138
4746,medium,train,72,0.0571
4747,medium,train,28,0.2711
4749,easy,train,57,0.0572
4750,medium,train,33,0.0293
4751,easy,train,15,0.1762
4755,medium,train,13,0.0765
4757,medium,train,46,0.0671
4758,easy,train,9,0.2622
476,hard,train,29,0.1543
4762,medium,train,31,0.1857
4763,medium,train,12,0.0643
4765,medium,train,26,0.0936
4767,medium,train,19,0.048
4768,medium,train,31,0.0651
4769,medium,train,29,0.0737
4780,medium,train,33,0.0699
4781,easy,train,47,0.1175
4782,easy,train,13,0.1937
4784,medium,train,23,0.0977
4788,medium,train,24,0.0585
4789,easy,train,26,0.065
479,medium,train,10,0.1847
4790,medium,train,19,0.0824
4791,easy,train,7,0.0643
4793,hard,train,18,0.2716
4794,medium,train,26,0.074
4796,easy,train,9,0.2478
4798,hard,train,41,0.0643
48,medium,train,30,0.1909
480,medium,train,17,0.2434
4802,easy,train,36,0.0586
4803,medium,train,30,0.0606
4805,hard,train,41,0.0587
4807,medium,train,29,0.2674
4809,medium,train,44,0.0317
481,easy,train,21,0.1157
4811,hard,test,12,0.184
4812,easy,train,7,0.2609
4814,hard,train,14,0.1884
4816,medium,train,27,0.0632
4818,medium,train,24,0.024
482,hard,train,21,0.1853
4820,hard,train,28,0.0734
4822,hard,train,12,0.2937
4823,hard,train,31,0.1361
4825,easy,train,26,0.1303
4827,easy,train,13,0.2802
4830,medium,train,10,0.0819
4831,medium,train,30,0.0539
4833,hard,train,14,0.2606
4834,medium,train,16,0.0766
4835,medium,train,68,0.0707
4836,easy,train,28,0.0733
4837,easy,train,19,0.062
484,medium,train,33,0.0617
4840,hard,train,28,0.1823
4844,medium,train,16,0.0511
485,easy,train,24,0.074
4850,medium,train,13,0.2601
4851,medium,train,51,0.076
4852,hard,train,25,0.2508
4854,hard,train,7,0.2228
4855,easy,train,15,0.259
4857,easy,train,16,0.0971
4858,medium,train,39,0.1063
4859,easy,train,20,0.0648
486,medium,train,50,0.0672
4860,easy,train,16,0.1039
4862,hard,train,27,0.2409
4864,hard,train,41,0.1385
4865,medium,train,60,0.1485
4866,easy,train,9,0.1913
4868,hard,test,20,0.2707
4869,medium,train,33,0.1148
487,medium,train,24,0.1891
4870,hard,train,17,0.1919
4871,medium,train,63,0.0799
4872,medium,train,48,0.0571
4875,medium,train,28,0.0726
4876,medium,train,8,0.2222
4877,medium,train,13,0.28
4879,hard,train,31,0.0623
488,medium,train,19,0.0651
4880,easy,train,29,0.1559
4882,medium,train,39,0.0681
4884,easy,train,22,0.2007
4885,easy,train,16,0.1883
4886,medium,train,25,0.0821
4889,medium,train,13,0.2586
489,medium,train,19,0.1903
4891,medium,train,37,0.2441
4895,medium,train,14,0.1932
4897,hard,train,30,0.0638
4898,hard,train,30,0.2089
4899,medium,train,35,0.0579
490,medium,train,49,0.0935
4901,easy,train,16,0.0787
4903,hard,train,13,0.0704
4904,medium,train,9,0.0867
4905,easy,train,26,0.2624
491,easy,train,15,0.2637
4910,medium,train,13,0.1914
4913,easy,train,27,0.0712
4915,hard,train,32,0.0775
4917,medium,train,10,0.189
4919,medium,train,34,0.2421
4924,medium,train,11,0.2655
4928,medium,train,16,0.1851
4929,easy,train,31,0.0633
493,easy,train,19,0.1848
4930,medium,train,13,0.2727
4935,hard,train,39,0.0709
4936,easy,train,17,0.0845
4938,easy,train,24,0.061
494,hard,train,11,0.2765
4941,medium,train,15,0.1259
4943,medium,train,22,0.1318
4946,hard,train,19,0.0579
4948,hard,train,19,0.1905
4949,medium,train,19,0.0723
495,easy,train,26,0.0587
4950,medium,train,25,0.1932
4951,hard,train,32,0.0951
4953,easy,train,37,0.075
4954,medium,train,25,0.0693
4957,medium,train,39,0.065
4959,medium,train,38,0.0499
4960,hard,train,33,0.1457
4961,easy,train,22,0.2142
4965,medium,train,28,0.0629
4966,hard,train,52,0.0814
4968,medium,test,14,0.2942
4970,medium,train,31,0.2185
4971,medium,train,24,0.0816
4973,easy,train,20,0.0701
4974,medium,train,24,0.0423
4975,hard,train,42,0.1407
4976,medium,train,38,0.0502
4979,medium,test,19,0.2685
498,medium,train,47,0.1796
4980,medium,train,12,0.2776
4982,medium,train,26,0.0725
4987,medium,train,42,0.0699
4991,medium,test,29,0.0546
4992,medium,train,16,0.0681
4993,medium,train,11,0.2283
4994,easy,test,23,0.2875
4995,hard,train,45,0.0573
4998,easy,train,20,0.0867
4999,medium,train,49,0.0648
5,hard,train,59,0.204
50,hard,train,39,0.0616
5000,medium,train,10,0.1671
5002,easy,train,13,0.2247
5003,medium,train,16,0.1884
5004,hard,train,41,0.059
5008,medium,train,20,0.0753
5009,hard,train,11,0.1882
5010,medium,train,52,0.0599
5013,easy,train,16,0.1894
5014,medium,train,52,0.0797
5017,hard,train,18,0.1877
5018,hard,train,41,0.0422
5019,medium,train,84,0.0589
502,medium,train,16,0.2695
5020,medium,train,22,0.1865
5023,medium,train,23,0.284
5028,medium,train,12,0.2753
5029,easy,train,20,0.0931
503,medium,train,23,0.1931
5030,medium,train,16,0.1572
5031,easy,train,16,0.1046
5032,hard,train,26,0.2629
5034,medium,train,21,0.187
5035,hard,train,36,0.0794
5038,easy,train,10,0.178
5042,medium,train,17,0.1925
5045,medium,train,23,0.0595
5047,hard,train,23,0.2272
5048,medium,train,16,0.1885
505,easy,train,24,0.0989
5053,medium,train,18,0.2523
5054,medium,train,21,0.1971
5061,easy,train,12,0.0557
5062,medium,train,16,0.2047
5065,hard,train,24,0.1901
5067,medium,train,26,0.1122
5069,medium,train,11,0.2811
5070,easy,train,63,0.0595
5075,medium,train,18,0.1033
5077,medium,train,31,0.0677
5079,easy,train,23,0.0723
5083,medium,test,14,0.2096
5084,medium,train,42,0.0543
5086,medium,train,14,0.1929
5090,medium,train,32,0.1994
5091,medium,train,26,0.0697
5093,easy,train,28,0.0766
5095,easy,train,12,0.269
5097,easy,train,18,0.2565
5099,hard,train,70,0.0596
5104,easy,train,36,0.0832
5109,hard,train,45,0.0604
5111,medium,train,24,0.0659
5112,medium,train,20,0.0659
5113,hard,train,11,0.2616
5114,medium,train,34,0.2756
5115,medium,train,19,0.2608
512,hard,train,38,0.1436
5122,medium,train,23,0.0665
5127,medium,train,30,0.1133
5128,hard,train,17,0.1919
513,medium,train,28,0.0541
5132,easy,train,12,0.1953
5134,hard,test,16,0.1926
5135,medium,train,68,0.0606
5137,hard,train,53,0.0593
5140,medium,train,38,0.1325
5142,hard,train,25,0.0618
5143,medium,train,22,0.0599
5145,hard,train,19,0.0991
5146,medium,train,34,0.2379
5147,medium,train,82,0.2615
5150,medium,train,22,0.0493
5153,medium,train,50,0.0973
5154,medium,test,14,0.1769
5155,medium,train,30,0.0653
5158,medium,train,14,0.2126
5159,easy,test,15,0.1836
5162,hard,train,37,0.0549
5163,easy,train,42,0.0699
5164,medium,train,34,0.0615
5165,medium,train,45,0.2629
5168,easy,train,72,0.1723
5174,medium,train,18,0.0732
5176,hard,train,8,0.2027
5178,medium,train,34,0.1571
5179,easy,train,26,0.1238
5180,easy,train,51,0.0533
5182,hard,test,26,0.0672
5183,easy,train,14,0.0785
5185,hard,train,14,0.0703
5186,hard,train,7,0.2104
5188,hard,test,21,0.2671
5189,medium,train,26,0.2791
5192,easy,train,23,0.0747
5194,easy,train,32,0.0822
5195,easy,train,24,0.0739
5196,hard,train,31,0.2618
5197,medium,train,19,0.2309
52,hard,train,29,0.0641
5200,hard,train,44,0.0926
5202,medium,train,36,0.0624
5204,medium,train,30,0.0764
5205,hard,train,8,0.2832
5207,easy,train,12,0.2146
5208,medium,train,17,0.2708
5209,medium,test,14,0.0604
5211,hard,train,35,0.2669
5213,easy,train,32,0.059
5214,medium,train,24,0.0627
5215,medium,train,22,0.1902
5216,medium,dev,15,0.3153
5218,easy,train,13,0.063
522,hard,train,22,0.2129
5220,hard,train,16,0.1874
5222,hard,train,44,0.0625
5223,medium,train,27,0.0568
5224,easy,train,51,0.0594
5225,easy,train,40,0.0541
5226,hard,train,16,0.0859
5229,hard,train,31,0.0568
523,easy,train,15,0.2668
5230,hard,train,14,0.0929
5231,easy,train,18,0.2253
5232,easy,train,65,0.0527
5246,hard,train,32,0.0813
5248,medium,train,13,0.2677
5251,hard,train,38,0.0538
5256,medium,train,7,0.2809
5257,medium,train,17,0.2739
5258,hard,train,39,0.0956
526,medium,train,69,0.0406
5260,medium,train,33,0.1971
5262,hard,train,27,0.1136
5265,medium,train,15,0.0663
5266,medium,train,9,0.0783
5267,medium,train,31,0.0673
5268,medium,train,51,0.2417
5269,easy,train,10,0.2027
5270,medium,train,16,0.1331
5271,medium,train,25,0.0657
5273,easy,train,12,0.2027
5274,medium,train,25,0.0736
5277,medium,train,35,0.0829
5278,easy,train,40,0.0729
5283,medium,train,30,0.0756
5285,medium,train,21,0.0689
5289,medium,train,44,0.2166
5292,medium,train,10,0.1689
5296,medium,train,18,0.0859
5298,medium,train,55,0.0595
5300,medium,train,44,0.1855
5301,medium,train,24,0.0781
5302,medium,train,11,0.1039
5304,medium,train,73,0.0439
5305,medium,train,44,0.0612
5308,hard,train,35,0.1422
5309,medium,train,38,0.093
531,easy,train,28,0.1086
5311,medium,train,65,0.0264
5312,hard,train,32,0.2152
5313,medium,train,15,0.1903
5314,hard,train,44,0.1396
5317,medium,train,51,0.0749
5319,medium,train,73,0.0676
5322,medium,train,29,0.0588
5323,medium,test,33,0.0763
5324,easy,train,22,0.0659
5329,hard,train,12,0.2529
533,hard,train,38,0.0491
5330,medium,train,20,0.1886
5332,hard,train,30,0.1168
5333,hard,train,41,0.1774
5334,hard,train,16,0.2124
5335,hard,train,40,0.1854
5337,medium,test,11,0.2719
5344,medium,train,31,0.0798
5345,hard,train,17,0.2121
5346,medium,train,55,0.0884
5347,hard,train,45,0.0678
5348,hard,train,4,0.0905
5349,medium,train,41,0.0507
5352,medium,train,32,0.0733
5359,medium,train,28,0.0566
5360,hard,train,60,0.082
5363,easy,train,33,0.0701
5364,easy,train,38,0.0598
5365,medium,train,10,0.1503
5366,easy,train,16,0.0796
5368,hard,train,19,0.0572
537,easy,train,13,0.0971
5374,medium,train,48,0.2566
5375,medium,train,28,0.2772
5379,medium,train,27,0.0685
5382,medium,train,25,0.2731
5384,easy,train,20,0.1054
5385,medium,train,13,0.2703
5388,medium,train,44,0.0638
5390,easy,train,13,0.1125
5394,hard,train,18,0.0705
5399,medium,train,25,0.085
5401,easy,train,11,0.1932
5403,hard,train,37,0.0808
5407,medium,train,24,0.2888
5409,medium,dev,10,0.302
5410,hard,train,14,0.1171
5411,easy,train,8,0.1179
5413,easy,test,10,0.2817
5415,easy,train,22,0.0458
5416,easy,train,68,0.0623
5417,hard,train,13,0.1703
542,medium,train,25,0.2677
5421,medium,train,31,0.1063
5422,easy,train,16,0.0682
5423,hard,train,51,0.0612
5425,medium,train,41,0.0542
5428,medium,train,44,0.0324
5430,hard,train,29,0.2067
5432,medium,train,10,0.1876
5433,medium,train,11,0.2673
5434,medium,train,31,0.0603
5435,medium,train,11,0.1938
5436,easy,train,14,0.0578
5437,easy,train,19,0.1832
5438,medium,train,14,0.0365
5439,medium,test,33,0.0767
544,medium,train,29,0.1253
5441,medium,train,17,0.2746
5442,hard,train,45,0.0515
5444,medium,train,14,0.2752
5447,medium,train,17,0.1937
5449,medium,train,20,0.0798
545,medium,train,10,0.0346
5453,medium,train,19,0.0694
5457,easy,train,12,0.2844
546,medium,train,12,0.2755
5460,medium,train,12,0.064
5461,medium,train,10,0.2006
5463,medium,train,29,0.0841
5464,medium,train,18,0.1145
5467,hard,train,39,0.0794
5469,hard,train,24,0.1847
5470,hard,train,19,0.1023
5475,medium,train,33,0.0664
5476,easy,train,14,0.0964
5477,easy,train,15,0.1934
5478,hard,train,10,0.0327
5479,easy,train,18,0.0832
5480,medium,train,53,0.0573
5481,easy,train,12,0.2461
5482,hard,train,13,0.1897
5483,hard,train,8,0.1973
5484,easy,train,51,0.0892
5485,easy,test,17,0.2572
5486,medium,train,33,0.1276
5487,medium,train,17,0.0905
5488,medium,train,13,0.2746
5489,easy,train,13,0.2779
5490,medium,train,26,0.1011
5491,easy,test,20,0.1677
5495,hard,train,30,0.0503
5496,medium,train,5,0.1897
5497,medium,train,64,0.0626
5498,medium,train,28,0.232
5499,easy,train,29,0.0722
55,hard,train,67,0.043
5501,easy,train,14,0.1027
5502,medium,train,24,0.1157
5508,easy,train,49,0.0602
5509,medium,train,28,0.048
5510,hard,train,16,0.1894
5511,medium,train,26,0.0279
5515,hard,train,56,0.0833
5517,medium,train,15,0.0625
5518,easy,train,14,0.2032
5519,easy,train,56,0.0614
5520,medium,train,26,0.1428
5523,hard,train,17,0.1934
5528,hard,train,12,0.186
5529,easy,train,9,0.1999
553,hard,train,60,0.0501
5534,medium,train,130,0.0684
5535,medium,train,28,0.2585
5536,medium,train,21,0.0802
554,hard,train,31,0.1868
5541,medium,train,32,0.0639
5545,medium,train,22,0.2685
5546,medium,train,19,0.0646
5548,easy,train,15,0.0633
5551,easy,train,12,0.2763
5553,easy,train,15,0.2405
5556,easy,train,26,0.0553
5557,hard,train,15,0.27
5558,hard,train,23,0.1905
556,easy,train,19,0.1872
5560,medium,train,24,0.27
5561,easy,train,18,0.062
5562,medium,train,15,0.0804
5565,easy,train,31,0.1721
5566,hard,train,38,0.0516
5570,medium,train,23,0.1907
5571,medium,train,26,0.0807
5572,easy,train,27,0.0886
5573,easy,train,16,0.0673
5574,hard,train,57,0.0661
5578,medium,train,49,0.0746
5579,easy,train,19,0.172
558,hard,train,12,0.2054
5583,hard,train,28,0.1085
5585,medium,train,23,0.0863
5586,easy,train,25,0.1741
5587,easy,train,11,0.1414
5588,medium,train,25,0.1823
5589,medium,train,25,0.0803
5592,easy,train,29,0.2672
5595,medium,train,53,0.0943
5599,hard,train,14,0.0913
560,medium,train,19,0.0579
5603,easy,train,28,0.039
5604,easy,train,7,0.2014
5605,easy,train,7,0.2821
5607,hard,test,62,0.0229
5608,medium,train,36,0.0635
561,easy,train,17,0.0804
5610,medium,train,11,0.0717
5613,easy,train,53,0.0796
5614,hard,train,17,0.0513
5615,medium,test,20,0.1819
5616,easy,train,25,0.0733
5618,hard,train,52,0.0909
5619,medium,train,16,0.2645
5621,hard,test,57,0.0573
5623,hard,train,37,0.2636
5624,hard,train,27,0.0619
5626,hard,train,54,0.0638
5628,hard,train,14,0.1954
5629,easy,train,16,0.0989
563,easy,train,12,0.1175
5631,easy,train,18,0.1865
5632,medium,train,8,0.2655
5634,medium,train,27,0.0587
5635,easy,train,9,0.0629
5636,medium,train,15,0.2365
5637,medium,train,45,0.0599
5639,easy,train,27,0.1887
5642,hard,train,26,0.0224
5645,medium,train,22,0.2767
5648,medium,train,23,0.0704
5651,hard,train,20,0.2762
5652,medium,train,11,0.2794
5653,easy,train,19,0.2702
5657,easy,train,24,0.0831
5659,medium,train,26,0.0688
566,easy,train,56,0.0653
5662,medium,train,18,0.0877
5663,medium,train,33,0.2607
5664,medium,train,9,0.0498
5665,hard,train,60,0.0592
5667,easy,train,18,0.1906
5668,medium,train,15,0.2498
5669,hard,train,44,0.0658
5670,hard,train,43,0.0653
5671,hard,train,45,0.0695
5672,easy,train,18,0.1803
5675,medium,train,31,0.142
5677,easy,train,37,0.1312
5679,medium,train,8,0.181
5680,easy,train,26,0.0883
5681,medium,train,23,0.2689
5682,hard,train,44,0.0478
5683,hard,train,21,0.2682
5684,medium,train,47,0.0736
5685,medium,train,31,0.0917
5686,hard,train,6,0.1872
5687,medium,test,79,0.0518
5689,medium,train,11,0.276
569,medium,test,31,0.1801
5690,medium,train,43,0.063
5691,medium,train,20,0.0348
5692,hard,train,25,0.0828
5693,hard,train,75,0.048
5696,easy,train,26,0.1042
5697,hard,train,17,0.1999
5699,easy,train,14,0.1937
57,easy,train,24,0.264
570,medium,train,47,0.0491
5700,hard,train,25,0.1884
5702,hard,train,20,0.1847
5704,hard,train,9,0.1895
5708,easy,train,19,0.1722
571,hard,train,18,0.2684
5715,hard,train,53,0.1019
5717,easy,train,15,0.0922
5718,medium,train,40,0.0592
572,easy,train,16,0.2797
5720,hard,train,14,0.191
5724,medium,train,52,0.0573
5726,medium,train,22,0.2722
5727,medium,train,15,0.0808
5728,medium,train,22,0.0859
5729,medium,train,38,0.0857
5730,medium,train,7,0.2644
5731,medium,train,29,0.1817
5732,medium,train,21,0.1252
5735,hard,train,36,0.1504
5736,easy,train,11,0.2697
574,medium,test,19,0.1998
5740,hard,train,20,0.2491
5741,medium,test,26,0.2569
5742,medium,train,22,0.1709
5743,medium,train,19,0.0791
5748,medium,train,26,0.1786
5749,easy,train,90,0.0935
5750,hard,train,50,0.0607
5751,medium,train,35,0.1249
5752,medium,train,24,0.2523
5761,medium,train,15,0.2856
5762,hard,train,8,0.2675
5763,medium,train,15,0.2684
5765,easy,train,14,0.0594
5768,hard,test,12,0.1829
5769,hard,train,42,0.0542
5772,medium,train,63,0.0654
5775,easy,test,20,0.2748
5777,medium,test,38,0.0715
578,medium,train,34,0.2576
5780,medium,train,74,0.0658
5781,medium,train,25,0.067
5782,medium,train,12,0.0718
5784,medium,train,26,0.0658
5787,medium,train,86,0.05
5788,hard,train,45,0.0675
579,easy,train,18,0.1384
5790,medium,train,24,0.2721
5791,hard,train,22,0.2009
5793,medium,train,34,0.0711
5796,easy,train,7,0.1944
5798,hard,train,34,0.2459
5800,medium,train,11,0.0871
5801,easy,train,19,0.0794
5802,hard,train,23,0.2687
5803,easy,train,13,0.2788
5804,medium,train,17,0.2156
5809,medium,train,73,0.044
5810,easy,train,19,0.0674
5811,medium,train,11,0.0726
5814,medium,train,11,0.1378
5816,hard,train,34,0.0572
5817,medium,train,8,0.1508
5818,medium,train,17,0.1158
582,medium,train,33,0.0698
5822,medium,train,21,0.1156
5824,hard,train,16,0.1901
5825,easy,train,30,0.0555
5827,easy,train,62,0.036
5828,medium,train,20,0.1862
5829,easy,train,29,0.0822
5831,medium,train,29,0.0719
5832,hard,train,47,0.0568
5833,hard,train,17,0.1836
5834,hard,train,20,0.1274
5837,medium,train,63,0.0604
584,medium,train,53,0.0598
5840,medium,train,85,0.06
5842,medium,train,48,0.0659
5844,medium,train,68,0.0556
5845,hard,train,4,0.2711
5846,hard,train,13,0.2478
5847,medium,train,11,0.2702
585,medium,train,31,0.0618
5850,hard,dev,28,0.3056
5851,medium,train,19,0.0569
5852,easy,train,20,0.193
5854,medium,train,21,0.188
5856,medium,train,13,0.1951
5857,hard,train,43,0.1854
5858,hard,test,7,0.2092
5859,hard,train,41,0.0648
5861,medium,train,15,0.061
5862,medium,train,49,0.1114
5863,easy,train,4,0.1973
5866,hard,test,37,0.1449
5867,hard,train,24,0.2818
5870,easy,train,44,0.0655
5871,hard,train,25,0.0534
5873,medium,train,34,0.1164
5874,medium,train,19,0.2758
5880,hard,train,18,0.254
5881,medium,dev,30,0.3024
5882,easy,train,17,0.0753
5883,easy,train,16,0.1946
5886,hard,train,23,0.2691
5887,medium,train,24,0.0698
5888,medium,train,15,0.0849
5889,hard,train,20,0.0805
5891,medium,train,23,0.0628
5893,medium,train,20,0.1886
5895,hard,train,35,0.078
59,easy,train,12,0.1381
590,medium,train,9,0.0842
5903,hard,train,16,0.2484
5906,easy,train,25,0.2413
5908,easy,train,13,0.0468
5909,medium,train,18,0.2864
591,medium,train,22,0.2075
5912,medium,train,26,0.0726
5913,hard,train,25,0.1902
5914,medium,train,47,0.1342
5915,hard,train,21,0.2763
5916,easy,train,22,0.0649
592,easy,train,16,0.234
5920,medium,train,9,0.1961
5923,easy,train,17,0.183
5925,easy,train,12,0.2006
5927,easy,train,25,0.1789
5928,medium,train,29,0.1144
593,medium,train,30,0.0671
5930,medium,train,14,0.2734
5932,easy,train,11,0.18
5933,medium,train,26,0.0682
5934,medium,train,28,0.0628
5935,hard,train,31,0.1861
5936,medium,train,55,0.1083
5937,medium,train,45,0.1432
5938,medium,train,33,0.0667
5939,easy,train,11,0.2771
5942,medium,train,22,0.0562
5946,medium,train,45,0.0702
5947,hard,train,12,0.1976
5948,hard,train,24,0.0577
5951,medium,train,12,0.0793
5952,easy,train,12,0.1936
5957,hard,train,12,0.1874
5958,medium,train,72,0.0538
5959,easy,train,14,0.0719
5960,hard,train,8,0.1841
5961,easy,train,27,0.0831
5964,hard,train,41,0.0807
5965,medium,train,35,0.0728
5966,medium,train,42,0.06
597,easy,test,10,0.2699
5971,medium,train,7,0.1015
5974,easy,train,23,0.0908
5976,hard,train,33,0.0484
5979,hard,dev,25,0.3093
5980,easy,train,17,0.1914
5981,medium,train,48,0.0624
5983,hard,train,39,0.0495
5985,hard,train,15,0.2495
5986,medium,train,31,0.075
5987,easy,train,16,0.0583
5988,medium,train,15,0.269
5989,easy,train,55,0.0696
5990,medium,test,25,0.171
5991,medium,train,20,0.2207
5992,medium,train,9,0.2722
5995,easy,train,6,0.2804
5996,easy,train,6,0.2925
60,medium,train,37,0.0501
6000,medium,train,75,0.1291
6002,easy,train,5,0.2798
6004,hard,train,16,0.1863
6006,easy,train,17,0.0822
6008,medium,train,16,0.1877
6009,hard,train,86,0.0422
601,medium,train,44,0.255
6013,medium,train,13,0.166
6014,medium,train,10,0.2659
6015,medium,train,13,0.097
6017,hard,train,35,0.0721
6018,medium,train,26,0.1247
6019,medium,train,17,0.2924
6020,medium,train,68,0.0645
6022,easy,train,34,0.0578
6023,hard,train,25,0.2382
6024,easy,train,89,0.2354
6025,medium,train,16,0.1929
6026,hard,dev,28,0.3228
6027,easy,train,15,0.0624
6029,medium,train,18,0.0693
603,easy,train,88,0.187
6030,medium,train,11,0.2333
6032,easy,train,35,0.0211
6033,hard,train,13,0.2109
6034,hard,train,24,0.2744
6035,easy,train,20,0.2364
6037,hard,train,31,0.0703
6039,hard,train,53,0.0742
6041,easy,train,12,0.0838
6042,easy,train,24,0.0748
6044,hard,dev,20,0.3093
6050,easy,train,17,0.2776
6051,hard,train,13,0.1908
6053,medium,train,23,0.0654
6054,hard,train,26,0.2679
6055,medium,train,16,0.1
6057,easy,train,29,0.0689
6059,medium,train,42,0.0852
606,medium,train,29,0.1793
6060,medium,train,40,0.0566
6061,hard,train,60,0.0689
6062,easy,train,9,0.2108
6069,medium,test,108,0.0828
6070,medium,train,36,0.0586
6071,hard,train,40,0.0401
6073,medium,train,14,0.2728
6074,medium,train,47,0.0656
6078,medium,train,31,0.2625
6087,easy,train,11,0.0893
6088,hard,train,22,0.0609
6089,hard,train,15,0.0714
609,medium,train,18,0.2788
6095,easy,train,16,0.1906
6096,medium,test,23,0.2704
